2026-03-15 18:02:50: [2026-03-15T18:02:50.574Z] INFO  ?? TTrades Fractal Model Bot started
2026-03-15 18:22:17: [2026-03-15T18:22:17.276Z] INFO  Signal found for AUDJPY: SHORT
2026-03-15 18:22:17: [2026-03-15T18:22:17.337Z] INFO  Telegram message sent
2026-03-15 18:22:17: [2026-03-15T18:22:17.638Z] INFO  Analyzing CHFJPY...
2026-03-15 18:22:18: [2026-03-15T18:22:18.486Z] INFO  No setup for CHFJPY yet.
2026-03-15 18:22:18: [2026-03-15T18:22:18.787Z] INFO  Analyzing GBPCHF...
2026-03-15 18:22:19: [2026-03-15T18:22:19.665Z] INFO  No setup for GBPCHF yet.
2026-03-15 18:22:19: [2026-03-15T18:22:19.965Z] INFO  Analyzing AUDNZD...
2026-03-15 18:22:20: [2026-03-15T18:22:20.814Z] INFO  No setup for AUDNZD yet.
2026-03-15 18:22:21: [2026-03-15T18:22:21.115Z] INFO  Analyzing AUDCAD...
2026-03-15 18:22:21: [2026-03-15T18:22:21.959Z] INFO  Signal found for AUDCAD: SHORT
2026-03-15 18:22:22: [2026-03-15T18:22:22.032Z] INFO  Telegram message sent
2026-03-15 18:22:22: [2026-03-15T18:22:22.332Z] INFO  Analyzing CADJPY...
2026-03-15 18:22:23: [2026-03-15T18:22:23.184Z] INFO  No setup for CADJPY yet.
2026-03-15 18:22:23: [2026-03-15T18:22:23.484Z] INFO  Analyzing GBPCAD...
2026-03-15 18:22:24: [2026-03-15T18:22:24.338Z] INFO  No setup for GBPCAD yet.
2026-03-15 18:22:24: [2026-03-15T18:22:24.638Z] INFO  Analyzing GBPAUD...
2026-03-15 18:22:25: [2026-03-15T18:22:25.490Z] INFO  Signal found for GBPAUD: LONG
2026-03-15 18:22:25: [2026-03-15T18:22:25.576Z] INFO  Telegram message sent
2026-03-15 18:30:00: [2026-03-15T18:30:00.009Z] INFO  Starting TTrades Fractal Model scan...
2026-03-15 18:30:00: [2026-03-15T18:30:00.364Z] INFO  Capital.com session created
2026-03-15 18:30:00: [2026-03-15T18:30:00.364Z] INFO  Analyzing EURUSD...
2026-03-15 18:30:01: [2026-03-15T18:30:01.215Z] INFO  No setup for EURUSD yet.
2026-03-15 18:30:01: [2026-03-15T18:30:01.515Z] INFO  Analyzing GBPUSD...
2026-03-15 18:30:02: [2026-03-15T18:30:02.368Z] INFO  No setup for GBPUSD yet.
2026-03-15 18:30:02: [2026-03-15T18:30:02.669Z] INFO  Analyzing USDJPY...
2026-03-15 18:30:03: [2026-03-15T18:30:03.520Z] INFO  No setup for USDJPY yet.
2026-03-15 18:30:03: [2026-03-15T18:30:03.821Z] INFO  Analyzing USDCHF...
2026-03-15 18:30:04: [2026-03-15T18:30:04.680Z] INFO  No setup for USDCHF yet.
2026-03-15 18:30:04: [2026-03-15T18:30:04.981Z] INFO  Analyzing USDCAD...
2026-03-15 18:30:05: [2026-03-15T18:30:05.834Z] INFO  No setup for USDCAD yet.
2026-03-15 18:30:06: [2026-03-15T18:30:06.135Z] INFO  Analyzing AUDUSD...
2026-03-15 18:30:06: [2026-03-15T18:30:06.991Z] INFO  No setup for AUDUSD yet.
